"bidNumber","bidTitle","description","releaseDate","dueDate","bidStatus","bidType","projectLink","isPDF","city","state","county","contactInfo","additionalDetails","bidAmount","specifications"
"Awarded","Residential Garbage, Heavy Trash, & Recycling Pick-up","Residential Garbage, Heavy Trash, & Recycling Pick-up","11/13/2017","12/4/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Ready-Mix Concrete","Ready-Mix Concrete","10/30/2017","11/20/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Fully Insured Group Base Life/AD&D
Fully Insured Voluntary Life/AD&D
Self-Funded ASO Services Only Group Short-Term Disability
Fully Insured Group Long Term Disability","Fully Insured Group Base Life/AD&D
Fully Insured Voluntary Life/AD&D
Self-Funded ASO Services Only Group Short-Term Disability
Fully Insured Group Long Term Disability","9/8/2017","10/2/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Engineering Services","Engineering Services","8/14/2017","9/11/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Architectural Services","Architectural Services","7/31/2017","8/14/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Water & Wastewater Fittings & Supplies","Water & Wastewater Fittings & Supplies","8/1/2017","8/21/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Canceled","Sale or Exchange of Surplus Property","Sale or Exchange of Surplus Property","7/14/2017","7/24/2017","Canceled","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Demolition of Six (6) Dangerous Buildings","Demolition of Six (6) Dangerous Buildings","7/10/2017","7/31/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Traffic Pavement Marking","Traffic Pavement Marking","6/5/2017","6/19/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Paper Refuse Bags","Paper Refuse Bags","3/13/2017","3/27/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Veterinary Pharmaceuticals and Medical Supplies","Veterinary Pharmaceuticals and Medical Supplies","2/27/2017","3/20/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Under Evaluation","Community Development Consulting Services","Community Development Consulting Services","1/30/2017","2/20/2017","Under Evaluation","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Demolition of Four (4) Dangerous Buildings","Demolition of Four (4) Dangerous Buildings","1/30/2017","2/20/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Canceled - Re-bid","Paper Refuse Bags","Paper Refuse Bags","1/30/2017","2/13/2017","Canceled","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","July 4th Fireworks Display","July 4th Fireworks Display","1/8/2017","1/23/2017","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Under Evaluation","Development of Hotel Attached/Adjacent to Pasadena Convention Center","Development of Hotel Attached/Adjacent to Pasadena Convention Center","11/28/2016","2/11/2017","Under Evaluation","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","LED Lighting for 1149 Ellsworth Renovation","LED Lighting for 1149 Ellsworth Renovation","11/28/2016","12/4/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Asphalt, Emulsified, and Tack Oil","Asphalt, Emulsified, and Tack Oil","10/31/2016","11/14/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Concessions & Catering at the Pasadena Convention Center & Municipal Fairgrounds","Concessions & Catering at the Pasadena Convention Center & Municipal Fairgrounds","10/31/2016","11/14/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Interior Renovation of 1149 Ellsworth","Interior Renovation of 1149 Ellsworth","10/26/2016","11/21/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Rehabilitation of Home Located At:
1406 Greenbriar Ave., Pasadena, Texas 77506","Rehabilitation of Home Located At:
1406 Greenbriar Ave., Pasadena, Texas 77506","10/24/2016","11/14/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Demolition and Reconstruction of Home Located At:
1208 Mobile St., Pasadena, Texas 77506","Demolition and Reconstruction of Home Located At:
1208 Mobile St., Pasadena, Texas 77506","10/24/2016","11/14/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Demolition and Reconstruction of Home Located At:
2315 Camille St., Pasadena, Texas 77506","Demolition and Reconstruction of Home Located At:
2315 Camille St., Pasadena, Texas 77506","10/24/2016","11/14/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Self-Funded Medical and Dental Benefits Plan Administrator, Pharmacy Benefits Manager (PBM), Stop-Loss Insurance, and Fully Insured DHMO Plan","Self-Funded Medical and Dental Benefits Plan Administrator, Pharmacy Benefits Manager (PBM), Stop-Loss Insurance, and Fully Insured DHMO Plan","9/5/2016","9/26/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Traffic Signal Cabinets, Accessories, and Technical Support","Traffic Signal Cabinets, Accessories, and Technical Support","9/5/2016","9/19/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Asphalt, Emulsified, and Tack Oil","Asphalt, Emulsified, and Tack Oil","9/5/2016","9/19/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Automotive & Light Truck Transmission Repair/Exchange Service","Automotive & Light Truck Transmission Repair/Exchange Service","9/5/2016","9/19/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Freeway Illumination Maintenance Services","Freeway Illumination Maintenance Services","8/28/2016","9/12/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Water Meter Replacement Services","Water Meter Replacement Services","8/8/2016","9/12/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
"Awarded","Demolition of Five Dangerous Buildings","Demolition of Five Dangerous Buildings","8/1/2016","8/22/2016","Awarded","Unknown","",false,"Pasadena","Texas","Harris County","Contact: Purchasing Department, City of Pasadena, Texas, P.O. Box 672, Pasadena, TX 77501-0672, Phone: 713-475-5532","No document link available","N/A","N/A"
